Transaction_ID,UPI_Handle,Amount,Transaction_Type,Timestamp,Recipient_UPI,Bank_Name,Device_IP
TXN_000197,victim.patel@okidfcbank,12726,DEBIT,2026-08-31 18:46:30.924365,mule.2@okhdfcbank,Axis,73.69.12.243
TXN_000198,victim.patel@okidfcbank,30060,TRANSFER,2026-09-14 06:46:30.924365,mule.5@okhdfcbank,HDFC,32.223.98.55
TXN_000199,victim.sharma@okaxis,44295,CREDIT,2026-08-31 01:46:30.924365,mule.5@okhdfcbank,Axis,6.237.87.239
TXN_000200,victim.patel@okidfcbank,9306,TRANSFER,2026-09-08 20:46:30.924365,mule.1@okhdfcbank,ICICI,82.83.235.43
TXN_000201,mule.5@okhdfcbank,28042,CREDIT,2026-09-13 12:46:30.924365,mule.4@okhdfcbank,ICICI,239.232.16.166
TXN_000202,victim.sharma@okaxis,2711,TRANSFER,2026-09-11 08:46:30.924365,victim.patel@okidfcbank,Kotak,31.148.43.85
TXN_000203,victim.patel@okidfcbank,31272,DEBIT,2026-08-30 14:46:30.924365,mule.2@okhdfcbank,Kotak,231.90.116.141
TXN_000204,victim.patel@okidfcbank,24956,TRANSFER,2026-09-02 17:46:30.924365,mule.4@okhdfcbank,HDFC,154.228.234.100
TXN_000205,victim.patel@okidfcbank,19943,TRANSFER,2026-09-03 10:46:30.924365,mule.5@okhdfcbank,HDFC,129.222.186.152
TXN_000206,victim.sharma@okaxis,44370,CREDIT,2026-08-23 15:46:30.924365,mule.5@okhdfcbank,Kotak,2.193.184.153
TXN_000207,victim.patel@okidfcbank,21037,DEBIT,2026-08-27 20:46:30.924365,mule.5@okhdfcbank,HDFC,218.124.140.93
TXN_000208,mule.2@okhdfcbank,8647,TRANSFER,2026-09-02 03:46:30.924365,mule.3@okhdfcbank,SBI,197.136.141.234
TXN_000209,mule.5@okhdfcbank,26608,TRANSFER,2026-08-30 01:46:30.924365,mule.1@okhdfcbank,HDFC,127.66.136.164
TXN_000210,victim.patel@okidfcbank,42867,CREDIT,2026-09-12 11:46:30.924365,mule.5@okhdfcbank,SBI,135.151.207.98
TXN_000211,victim.patel@okidfcbank,15197,DEBIT,2026-08-29 14:46:30.924365,mule.3@okhdfcbank,ICICI,145.105.104.212
TXN_000212,victim.patel@okidfcbank,29764,TRANSFER,2026-09-12 04:46:30.924365,mule.3@okhdfcbank,SBI,175.0.17.27
TXN_000213,victim.sharma@okaxis,15750,CREDIT,2026-09-04 10:46:30.924365,mule.3@okhdfcbank,SBI,159.145.49.127
TXN_000214,mule.1@okhdfcbank,22013,DEBIT,2026-09-10 01:46:30.924365,mule.3@okhdfcbank,ICICI,134.208.125.46
TXN_000215,victim.sharma@okaxis,125,DEBIT,2026-08-28 10:46:30.924365,mule.4@okhdfcbank,HDFC,39.57.173.79
TXN_000216,victim.sharma@okaxis,47143,TRANSFER,2026-09-19 03:46:30.924365,mule.1@okhdfcbank,HDFC,123.80.47.38
TXN_000217,mule.3@okhdfcbank,10594,TRANSFER,2026-08-21 09:46:30.924365,mule.1@okhdfcbank,Kotak,28.215.50.16
TXN_000218,mule.2@okhdfcbank,36002,TRANSFER,2026-09-01 17:46:30.924365,victim.patel@okidfcbank,Kotak,171.127.209.250
TXN_000219,victim.sharma@okaxis,41490,CREDIT,2026-08-27 19:46:30.924365,mule.1@okhdfcbank,Axis,39.142.227.175
TXN_000220,victim.sharma@okaxis,690,TRANSFER,2026-09-15 12:46:30.924365,victim.sharma@okaxis,HDFC,80.21.136.248
TXN_000221,victim.sharma@okaxis,28802,CREDIT,2026-08-30 22:46:30.924365,mule.4@okhdfcbank,Kotak,185.229.48.45
TXN_000222,victim.sharma@okaxis,40023,CREDIT,2026-09-11 10:46:30.924365,victim.sharma@okaxis,ICICI,158.100.150.65
TXN_000223,victim.patel@okidfcbank,34448,TRANSFER,2026-09-05 10:46:30.924365,mule.3@okhdfcbank,Axis,77.189.24.116
TXN_000224,victim.sharma@okaxis,5611,DEBIT,2026-08-30 13:46:30.924365,mule.4@okhdfcbank,HDFC,8.210.25.69
TXN_000225,victim.patel@okidfcbank,32824,CREDIT,2026-09-13 02:46:30.924365,mule.1@okhdfcbank,ICICI,245.199.101.6
TXN_000226,victim.patel@okidfcbank,13823,CREDIT,2026-09-09 15:46:30.924365,mule.5@okhdfcbank,HDFC,211.11.251.109
TXN_000227,mule.1@okhdfcbank,48305,TRANSFER,2026-09-04 10:46:30.924365,mule.5@okhdfcbank,Axis,163.194.131.176
TXN_000228,victim.sharma@okaxis,48884,CREDIT,2026-09-16 01:46:30.924365,victim.patel@okidfcbank,SBI,24.34.113.217
TXN_000229,victim.patel@okidfcbank,23089,TRANSFER,2026-09-11 11:46:30.924365,victim.sharma@okaxis,Axis,54.64.10.100
TXN_000230,victim.sharma@okaxis,15533,DEBIT,2026-08-27 23:46:30.924365,mule.3@okhdfcbank,ICICI,26.42.221.207
TXN_000231,victim.patel@okidfcbank,45126,CREDIT,2026-09-15 23:46:30.924365,mule.3@okhdfcbank,HDFC,49.53.199.45
TXN_000232,victim.sharma@okaxis,43551,TRANSFER,2026-09-03 15:46:30.924365,mule.1@okhdfcbank,Axis,41.126.49.116
TXN_000233,victim.patel@okidfcbank,24682,CREDIT,2026-09-06 23:46:30.924365,mule.3@okhdfcbank,Axis,121.54.167.145
TXN_000234,victim.patel@okidfcbank,2989,TRANSFER,2026-09-11 08:46:30.924365,mule.4@okhdfcbank,HDFC,199.34.186.98
TXN_000235,mule.3@okhdfcbank,32642,CREDIT,2026-08-30 09:46:30.924365,mule.5@okhdfcbank,Axis,236.127.180.198
TXN_000236,victim.sharma@okaxis,27210,DEBIT,2026-08-24 21:46:30.924365,mule.5@okhdfcbank,SBI,185.151.170.164
TXN_000237,victim.patel@okidfcbank,28302,TRANSFER,2026-08-28 22:46:30.924365,mule.5@okhdfcbank,SBI,74.95.231.56
TXN_000238,victim.sharma@okaxis,24244,DEBIT,2026-09-09 20:46:30.924365,mule.5@okhdfcbank,SBI,108.179.39.137
TXN_000239,victim.sharma@okaxis,41987,CREDIT,2026-09-11 17:46:30.924365,mule.5@okhdfcbank,Kotak,143.234.176.154
TXN_000240,victim.sharma@okaxis,41299,TRANSFER,2026-08-28 19:46:30.924365,mule.3@okhdfcbank,SBI,130.249.213.128
TXN_000241,victim.sharma@okaxis,26633,TRANSFER,2026-09-04 16:46:30.924365,mule.3@okhdfcbank,Axis,240.113.208.241
TXN_000242,victim.sharma@okaxis,35969,CREDIT,2026-09-01 21:46:30.924365,victim.patel@okidfcbank,Kotak,7.230.103.137
TXN_000243,victim.patel@okidfcbank,22427,DEBIT,2026-08-26 15:46:30.924365,victim.patel@okidfcbank,ICICI,160.54.189.115
TXN_000244,victim.sharma@okaxis,1509,DEBIT,2026-09-01 19:46:30.924365,mule.5@okhdfcbank,ICICI,68.177.39.169
TXN_000245,victim.sharma@okaxis,37007,TRANSFER,2026-08-21 18:46:30.924365,victim.sharma@okaxis,HDFC,125.118.252.245
TXN_000246,mule.1@okhdfcbank,31222,CREDIT,2026-08-31 04:46:30.924365,mule.5@okhdfcbank,ICICI,231.85.54.126
TXN_000247,victim.patel@okidfcbank,34630,TRANSFER,2026-09-14 18:46:30.924365,mule.4@okhdfcbank,ICICI,246.107.105.208
TXN_000248,mule.2@okhdfcbank,40964,DEBIT,2026-08-24 11:46:30.924365,mule.3@okhdfcbank,ICICI,100.31.91.239
TXN_000249,victim.sharma@okaxis,45998,DEBIT,2026-09-06 17:46:30.924365,mule.4@okhdfcbank,SBI,40.179.18.206
TXN_000250,victim.patel@okidfcbank,26396,DEBIT,2026-08-20 20:46:30.924365,mule.2@okhdfcbank,Kotak,207.101.121.163
TXN_000251,mule.5@okhdfcbank,17155,DEBIT,2026-08-22 00:46:30.924365,mule.2@okhdfcbank,SBI,253.127.211.19
TXN_000252,victim.patel@okidfcbank,9777,CREDIT,2026-08-23 08:46:30.924365,mule.4@okhdfcbank,Axis,201.127.126.21
TXN_000253,victim.sharma@okaxis,2554,DEBIT,2026-09-13 03:46:30.924365,mule.5@okhdfcbank,ICICI,70.109.221.119
TXN_000254,victim.sharma@okaxis,8574,CREDIT,2026-08-23 18:46:30.924365,mule.2@okhdfcbank,HDFC,64.182.253.252
TXN_000255,mule.4@okhdfcbank,46603,TRANSFER,2026-09-11 12:46:30.924365,mule.4@okhdfcbank,Kotak,137.197.150.243
TXN_000256,mule.5@okhdfcbank,30402,DEBIT,2026-08-23 17:46:30.924365,mule.2@okhdfcbank,Axis,231.64.85.43
TXN_000257,victim.patel@okidfcbank,47683,TRANSFER,2026-09-13 05:46:30.924365,mule.4@okhdfcbank,Kotak,99.43.91.240
TXN_000258,victim.patel@okidfcbank,29405,DEBIT,2026-09-09 17:46:30.924365,victim.patel@okidfcbank,SBI,38.161.213.10
TXN_000259,mule.3@okhdfcbank,13281,TRANSFER,2026-09-06 18:46:30.924365,mule.3@okhdfcbank,ICICI,131.59.186.31
TXN_000260,victim.sharma@okaxis,30299,CREDIT,2026-09-14 16:46:30.924365,mule.4@okhdfcbank,SBI,112.219.107.137
TXN_000261,victim.sharma@okaxis,35958,DEBIT,2026-08-30 10:46:30.924365,mule.2@okhdfcbank,SBI,26.226.180.200
TXN_000262,victim.sharma@okaxis,47143,TRANSFER,2026-09-11 19:46:30.924365,mule.1@okhdfcbank,SBI,47.124.76.197
TXN_000263,mule.1@okhdfcbank,32649,DEBIT,2026-09-02 15:46:30.924365,mule.5@okhdfcbank,Axis,149.42.60.92
TXN_000264,victim.sharma@okaxis,36604,DEBIT,2026-09-10 20:46:30.924365,mule.4@okhdfcbank,Kotak,112.165.118.191
TXN_000265,victim.sharma@okaxis,12296,DEBIT,2026-08-21 22:46:30.924365,mule.5@okhdfcbank,ICICI,25.174.77.234
TXN_000266,victim.sharma@okaxis,33300,TRANSFER,2026-08-23 19:46:30.924365,mule.5@okhdfcbank,HDFC,221.50.133.152
TXN_000267,victim.patel@okidfcbank,30795,DEBIT,2026-09-02 10:46:30.924365,mule.2@okhdfcbank,ICICI,229.46.207.78
TXN_000268,victim.patel@okidfcbank,30048,TRANSFER,2026-08-21 22:46:30.924365,mule.5@okhdfcbank,ICICI,255.38.60.159
TXN_000269,victim.patel@okidfcbank,24302,DEBIT,2026-09-08 21:46:30.924365,mule.4@okhdfcbank,Kotak,15.10.128.115
TXN_000270,victim.sharma@okaxis,43427,CREDIT,2026-09-15 16:46:30.924365,mule.4@okhdfcbank,Axis,236.168.20.227
TXN_000271,victim.sharma@okaxis,40605,DEBIT,2026-09-09 11:46:30.924365,mule.4@okhdfcbank,Kotak,90.1.142.251
TXN_000272,victim.patel@okidfcbank,8746,CREDIT,2026-09-09 03:46:30.924365,mule.3@okhdfcbank,ICICI,162.105.171.152
TXN_000273,victim.patel@okidfcbank,39770,TRANSFER,2026-08-26 13:46:30.924365,victim.patel@okidfcbank,Kotak,136.7.54.25
TXN_000274,mule.2@okhdfcbank,23374,TRANSFER,2026-09-12 03:46:30.924365,victim.sharma@okaxis,SBI,72.108.67.173
TXN_000275,mule.3@okhdfcbank,14367,DEBIT,2026-09-15 01:46:30.924365,victim.sharma@okaxis,ICICI,150.208.187.64
TXN_000276,mule.3@okhdfcbank,271,TRANSFER,2026-09-04 17:46:30.924365,mule.3@okhdfcbank,ICICI,234.240.200.39
TXN_000277,mule.2@okhdfcbank,15639,CREDIT,2026-09-18 11:46:30.924365,mule.1@okhdfcbank,ICICI,157.203.90.40
TXN_000278,mule.1@okhdfcbank,40417,TRANSFER,2026-09-09 01:46:30.924365,mule.3@okhdfcbank,HDFC,123.71.154.103
TXN_000279,victim.sharma@okaxis,48369,CREDIT,2026-08-23 11:46:30.924365,mule.5@okhdfcbank,Kotak,53.237.112.163
TXN_000280,mule.4@okhdfcbank,43890,DEBIT,2026-08-23 07:46:30.924365,mule.1@okhdfcbank,ICICI,85.82.85.224
TXN_000281,victim.patel@okidfcbank,4632,TRANSFER,2026-09-07 17:46:30.924365,victim.patel@okidfcbank,ICICI,219.206.41.115
TXN_000282,victim.sharma@okaxis,9104,CREDIT,2026-09-16 17:46:30.924365,mule.4@okhdfcbank,Axis,254.158.27.81
TXN_000283,victim.sharma@okaxis,26796,DEBIT,2026-09-20 09:46:30.924365,mule.4@okhdfcbank,Axis,83.105.15.81
TXN_000284,mule.5@okhdfcbank,15223,TRANSFER,2026-09-07 04:46:30.924365,victim.sharma@okaxis,ICICI,34.127.164.37
TXN_000285,victim.sharma@okaxis,2280,DEBIT,2026-08-28 09:46:30.924365,mule.5@okhdfcbank,HDFC,20.158.178.238
TXN_000286,victim.patel@okidfcbank,41615,CREDIT,2026-09-20 01:46:30.924365,mule.2@okhdfcbank,Axis,225.161.137.55
TXN_000287,victim.sharma@okaxis,1479,CREDIT,2026-08-24 13:46:30.924365,mule.3@okhdfcbank,ICICI,14.159.49.214
TXN_000288,victim.patel@okidfcbank,7757,TRANSFER,2026-09-17 10:46:30.924365,mule.2@okhdfcbank,HDFC,69.123.114.225
TXN_000289,victim.sharma@okaxis,42368,DEBIT,2026-09-17 04:46:30.924365,victim.patel@okidfcbank,SBI,206.114.122.71
TXN_000290,victim.patel@okidfcbank,13376,TRANSFER,2026-08-29 08:46:30.924365,victim.patel@okidfcbank,Axis,120.196.37.1
TXN_000291,victim.patel@okidfcbank,44845,CREDIT,2026-09-02 17:46:30.924365,mule.1@okhdfcbank,Kotak,238.227.223.65
TXN_000292,victim.sharma@okaxis,41306,DEBIT,2026-09-07 06:46:30.924365,mule.1@okhdfcbank,SBI,13.173.199.162
TXN_000293,mule.5@okhdfcbank,46403,TRANSFER,2026-09-02 00:46:30.924365,victim.sharma@okaxis,Kotak,109.215.161.184
TXN_000294,victim.patel@okidfcbank,17594,TRANSFER,2026-09-14 04:46:30.924365,victim.patel@okidfcbank,HDFC,101.40.169.126
TXN_000295,mule.5@okhdfcbank,37168,DEBIT,2026-09-02 16:46:30.924365,mule.1@okhdfcbank,HDFC,225.51.199.162
TXN_000296,mule.5@okhdfcbank,48073,TRANSFER,2026-09-07 18:46:30.924365,victim.sharma@okaxis,ICICI,125.243.21.141
TXN_000297,victim.sharma@okaxis,21944,CREDIT,2026-09-07 04:46:30.924365,victim.patel@okidfcbank,Kotak,255.138.58.243
TXN_000298,victim.patel@okidfcbank,17644,TRANSFER,2026-09-01 02:46:30.924365,victim.patel@okidfcbank,Kotak,77.99.167.31
TXN_000299,mule.1@okhdfcbank,49934,DEBIT,2026-09-20 06:46:30.924365,mule.2@okhdfcbank,ICICI,236.112.116.47
TXN_000300,victim.patel@okidfcbank,30358,CREDIT,2026-08-26 00:46:30.924365,mule.5@okhdfcbank,HDFC,70.108.108.25
TXN_000301,victim.sharma@okaxis,40075,CREDIT,2026-09-02 01:46:30.924365,mule.3@okhdfcbank,ICICI,13.247.64.85
TXN_000302,victim.sharma@okaxis,11581,DEBIT,2026-09-12 17:46:30.924365,victim.sharma@okaxis,Kotak,151.254.79.55
TXN_000303,victim.sharma@okaxis,13747,TRANSFER,2026-08-23 08:46:30.924365,mule.2@okhdfcbank,HDFC,237.242.97.147
TXN_000304,mule.2@okhdfcbank,2170,CREDIT,2026-08-27 06:46:30.924365,mule.5@okhdfcbank,HDFC,194.39.185.137
TXN_000305,victim.patel@okidfcbank,2101,DEBIT,2026-09-20 07:46:30.924365,victim.patel@okidfcbank,HDFC,94.117.161.221
TXN_000306,victim.patel@okidfcbank,31187,TRANSFER,2026-08-22 12:46:30.924365,mule.1@okhdfcbank,Axis,9.71.182.189
TXN_000307,victim.sharma@okaxis,30671,DEBIT,2026-09-08 23:46:30.924365,mule.4@okhdfcbank,Axis,201.160.197.178
TXN_000308,victim.patel@okidfcbank,44093,CREDIT,2026-08-30 17:46:30.924365,victim.patel@okidfcbank,Kotak,50.38.139.241
TXN_000309,victim.patel@okidfcbank,27979,DEBIT,2026-09-04 17:46:30.924365,mule.5@okhdfcbank,HDFC,30.2.171.29
TXN_000310,victim.sharma@okaxis,36153,CREDIT,2026-08-21 16:46:30.924365,mule.1@okhdfcbank,Kotak,45.180.252.216
TXN_000311,victim.patel@okidfcbank,33158,CREDIT,2026-09-20 15:46:30.924365,mule.3@okhdfcbank,HDFC,221.24.218.249
TXN_000312,victim.patel@okidfcbank,4749,DEBIT,2026-08-20 22:46:30.924365,victim.sharma@okaxis,ICICI,233.126.99.133
TXN_000313,victim.sharma@okaxis,44267,CREDIT,2026-09-07 02:46:30.924365,mule.1@okhdfcbank,ICICI,126.212.250.12
TXN_000314,victim.sharma@okaxis,29174,DEBIT,2026-08-29 00:46:30.924365,mule.4@okhdfcbank,Axis,168.191.218.243
TXN_000315,victim.patel@okidfcbank,34541,CREDIT,2026-09-16 04:46:30.924365,mule.2@okhdfcbank,Axis,127.45.106.36
TXN_000316,victim.patel@okidfcbank,15204,TRANSFER,2026-08-28 17:46:30.924365,victim.sharma@okaxis,Kotak,111.48.239.2
TXN_000317,victim.patel@okidfcbank,1837,DEBIT,2026-09-16 01:46:30.924365,mule.3@okhdfcbank,Axis,163.173.38.73
TXN_000318,victim.patel@okidfcbank,5863,CREDIT,2026-08-28 13:46:30.924365,mule.1@okhdfcbank,HDFC,142.54.172.240
TXN_000319,victim.sharma@okaxis,43593,DEBIT,2026-08-26 17:46:30.924365,victim.sharma@okaxis,ICICI,117.140.201.130
TXN_000320,victim.sharma@okaxis,36780,CREDIT,2026-09-15 12:46:30.924365,victim.patel@okidfcbank,SBI,228.133.235.131
TXN_000321,victim.sharma@okaxis,23254,DEBIT,2026-08-24 05:46:30.924365,mule.3@okhdfcbank,Axis,93.144.204.185
TXN_000322,victim.sharma@okaxis,23878,CREDIT,2026-09-19 23:46:30.924365,mule.3@okhdfcbank,Axis,138.223.159.127
TXN_000323,victim.patel@okidfcbank,41601,TRANSFER,2026-09-11 11:46:30.924365,mule.5@okhdfcbank,Axis,111.52.15.220
TXN_000324,victim.patel@okidfcbank,34713,TRANSFER,2026-09-08 13:46:30.924365,mule.3@okhdfcbank,Kotak,39.47.79.86
TXN_000325,victim.sharma@okaxis,487,TRANSFER,2026-09-12 21:46:30.924365,victim.patel@okidfcbank,SBI,220.29.82.88
TXN_000326,victim.patel@okidfcbank,38274,TRANSFER,2026-08-27 20:46:30.924365,mule.2@okhdfcbank,Axis,239.181.69.149
TXN_000327,victim.sharma@okaxis,35538,TRANSFER,2026-09-15 17:46:30.924365,mule.2@okhdfcbank,HDFC,88.46.240.207
TXN_000328,mule.5@okhdfcbank,14587,TRANSFER,2026-08-24 19:46:30.924365,victim.sharma@okaxis,ICICI,115.255.175.106
TXN_000329,victim.sharma@okaxis,2639,CREDIT,2026-08-21 19:46:30.924365,mule.3@okhdfcbank,ICICI,184.19.147.115
TXN_000330,victim.patel@okidfcbank,11363,CREDIT,2026-09-12 04:46:30.924365,mule.4@okhdfcbank,Axis,147.157.233.47
TXN_000331,victim.patel@okidfcbank,39769,TRANSFER,2026-09-07 17:46:30.924365,victim.patel@okidfcbank,ICICI,224.208.201.223
TXN_000332,victim.sharma@okaxis,16971,CREDIT,2026-09-01 20:46:30.924365,victim.patel@okidfcbank,ICICI,209.234.251.126
TXN_000333,mule.4@okhdfcbank,17592,DEBIT,2026-09-13 09:46:30.924365,mule.3@okhdfcbank,ICICI,185.143.161.211
TXN_000334,victim.sharma@okaxis,19927,TRANSFER,2026-09-10 16:46:30.924365,mule.2@okhdfcbank,Kotak,28.250.238.143
TXN_000335,victim.sharma@okaxis,29886,DEBIT,2026-08-24 13:46:30.924365,mule.5@okhdfcbank,Axis,122.39.7.240
TXN_000336,victim.patel@okidfcbank,49178,DEBIT,2026-09-05 18:46:30.924365,mule.2@okhdfcbank,SBI,139.12.168.146
TXN_000337,victim.patel@okidfcbank,22311,DEBIT,2026-09-17 14:46:30.924365,victim.patel@okidfcbank,SBI,77.138.7.10
TXN_000338,mule.4@okhdfcbank,18846,DEBIT,2026-09-19 07:46:30.924365,mule.3@okhdfcbank,Kotak,200.254.7.10
TXN_000339,victim.patel@okidfcbank,37997,DEBIT,2026-09-15 02:46:30.924365,victim.patel@okidfcbank,ICICI,160.222.255.49
TXN_000340,victim.sharma@okaxis,17161,DEBIT,2026-09-10 02:46:30.924365,mule.4@okhdfcbank,ICICI,178.5.105.41
TXN_000341,victim.sharma@okaxis,40344,CREDIT,2026-08-25 22:46:30.924365,mule.2@okhdfcbank,ICICI,234.31.221.207
TXN_000342,victim.sharma@okaxis,39844,DEBIT,2026-08-25 07:46:30.924365,victim.sharma@okaxis,Axis,63.73.118.205
TXN_000343,victim.patel@okidfcbank,7221,DEBIT,2026-08-25 19:46:30.924365,mule.5@okhdfcbank,Axis,54.204.183.184
TXN_000344,victim.sharma@okaxis,35013,TRANSFER,2026-08-27 06:46:30.924365,mule.4@okhdfcbank,ICICI,43.19.15.223
TXN_000345,victim.patel@okidfcbank,15799,CREDIT,2026-08-24 12:46:30.924365,mule.4@okhdfcbank,HDFC,76.68.78.3
TXN_000346,mule.1@okhdfcbank,25394,CREDIT,2026-09-11 22:46:30.924365,victim.sharma@okaxis,HDFC,173.114.166.58
TXN_000347,mule.1@okhdfcbank,29617,CREDIT,2026-08-29 02:46:30.924365,mule.5@okhdfcbank,SBI,17.179.115.187
TXN_000348,victim.sharma@okaxis,26629,CREDIT,2026-09-08 08:46:30.924365,mule.3@okhdfcbank,ICICI,192.54.138.218
TXN_000349,victim.patel@okidfcbank,40567,TRANSFER,2026-09-10 17:46:30.924365,mule.3@okhdfcbank,ICICI,213.106.189.46
TXN_000350,victim.sharma@okaxis,39768,DEBIT,2026-09-16 17:46:30.924365,mule.2@okhdfcbank,SBI,212.206.131.53
TXN_000351,victim.sharma@okaxis,19160,TRANSFER,2026-08-30 11:46:30.924365,mule.1@okhdfcbank,Axis,221.53.162.102
TXN_000352,victim.sharma@okaxis,32880,CREDIT,2026-08-28 23:46:30.924365,mule.2@okhdfcbank,ICICI,161.213.138.242
TXN_000353,victim.sharma@okaxis,25363,CREDIT,2026-09-12 17:46:30.924365,mule.4@okhdfcbank,ICICI,77.242.70.12
TXN_000354,victim.sharma@okaxis,35070,CREDIT,2026-08-29 23:46:30.924365,mule.2@okhdfcbank,Kotak,85.108.1.163
TXN_000355,victim.patel@okidfcbank,5981,DEBIT,2026-08-31 23:46:30.924365,mule.4@okhdfcbank,Axis,96.117.229.56
TXN_000356,victim.sharma@okaxis,27258,TRANSFER,2026-08-27 05:46:30.924365,mule.4@okhdfcbank,SBI,143.254.88.101
TXN_000357,mule.3@okhdfcbank,36167,CREDIT,2026-08-28 06:46:30.924365,mule.4@okhdfcbank,ICICI,124.96.247.55
TXN_000358,mule.1@okhdfcbank,7158,CREDIT,2026-09-02 09:46:30.924365,mule.2@okhdfcbank,HDFC,70.188.204.172
TXN_000359,mule.1@okhdfcbank,39705,CREDIT,2026-09-14 08:46:30.924365,victim.patel@okidfcbank,ICICI,150.126.231.127
TXN_000360,victim.patel@okidfcbank,32314,TRANSFER,2026-09-05 15:46:30.924365,mule.5@okhdfcbank,Axis,35.88.197.155
TXN_000361,victim.patel@okidfcbank,44875,DEBIT,2026-09-07 00:46:30.924365,mule.3@okhdfcbank,SBI,81.5.218.24
TXN_000362,victim.sharma@okaxis,40335,CREDIT,2026-09-01 20:46:30.924365,mule.3@okhdfcbank,ICICI,176.157.45.3
TXN_000363,victim.patel@okidfcbank,6432,TRANSFER,2026-08-31 23:46:30.924365,mule.1@okhdfcbank,HDFC,215.96.178.81
TXN_000364,victim.sharma@okaxis,20795,DEBIT,2026-08-26 08:46:30.924365,victim.sharma@okaxis,SBI,160.56.55.39
TXN_000365,victim.sharma@okaxis,15306,CREDIT,2026-08-22 20:46:30.924365,victim.sharma@okaxis,ICICI,249.24.104.211
TXN_000366,victim.patel@okidfcbank,8640,DEBIT,2026-08-30 19:46:30.924365,mule.5@okhdfcbank,Axis,11.144.41.31
TXN_000367,victim.patel@okidfcbank,21166,DEBIT,2026-08-22 20:46:30.924365,mule.4@okhdfcbank,ICICI,239.221.175.124
TXN_000368,mule.3@okhdfcbank,12472,DEBIT,2026-09-01 17:46:30.924365,victim.sharma@okaxis,HDFC,244.236.138.26
TXN_000369,victim.sharma@okaxis,28916,DEBIT,2026-08-21 08:46:30.924365,mule.3@okhdfcbank,ICICI,206.34.231.108
TXN_000370,victim.sharma@okaxis,37246,TRANSFER,2026-08-31 08:46:30.924365,mule.1@okhdfcbank,SBI,88.183.209.185
TXN_000371,mule.5@okhdfcbank,11950,DEBIT,2026-08-21 19:46:30.924365,mule.5@okhdfcbank,Kotak,123.209.73.76
TXN_000372,victim.sharma@okaxis,23443,CREDIT,2026-08-22 14:46:30.924365,mule.2@okhdfcbank,Axis,6.68.58.182
TXN_000373,victim.patel@okidfcbank,47378,CREDIT,2026-08-21 11:46:30.924365,mule.2@okhdfcbank,SBI,125.217.29.135
TXN_000374,victim.patel@okidfcbank,32548,DEBIT,2026-09-04 02:46:30.924365,mule.5@okhdfcbank,SBI,135.177.16.113
TXN_000375,victim.sharma@okaxis,22812,TRANSFER,2026-09-17 22:46:30.924365,mule.1@okhdfcbank,Kotak,255.97.184.63
TXN_000376,victim.sharma@okaxis,36426,DEBIT,2026-09-15 23:46:30.924365,mule.4@okhdfcbank,Axis,199.221.54.38
TXN_000377,victim.sharma@okaxis,12619,DEBIT,2026-08-31 00:46:30.924365,mule.1@okhdfcbank,Kotak,65.251.33.145
TXN_000378,victim.sharma@okaxis,8781,CREDIT,2026-08-25 12:46:30.924365,victim.patel@okidfcbank,Axis,110.11.171.163
TXN_000379,victim.patel@okidfcbank,16695,TRANSFER,2026-09-11 22:46:30.924365,mule.3@okhdfcbank,Axis,192.26.189.152
TXN_000380,victim.sharma@okaxis,14873,TRANSFER,2026-09-04 11:46:30.924365,victim.sharma@okaxis,Kotak,126.85.92.205
TXN_000381,victim.sharma@okaxis,28463,TRANSFER,2026-09-16 01:46:30.924365,mule.1@okhdfcbank,Axis,130.15.232.138
TXN_000382,mule.3@okhdfcbank,31125,DEBIT,2026-09-05 21:46:30.924365,mule.5@okhdfcbank,HDFC,29.70.59.82
TXN_000383,victim.patel@okidfcbank,34620,TRANSFER,2026-08-25 17:46:30.924365,mule.5@okhdfcbank,Kotak,83.87.200.85
TXN_000384,victim.sharma@okaxis,5802,DEBIT,2026-08-23 08:46:30.924365,mule.4@okhdfcbank,HDFC,153.206.71.77
TXN_000385,victim.patel@okidfcbank,45771,CREDIT,2026-08-23 18:46:30.924365,mule.5@okhdfcbank,Kotak,17.210.15.146
TXN_000386,victim.sharma@okaxis,13208,CREDIT,2026-09-01 13:46:30.924365,mule.4@okhdfcbank,Axis,70.25.90.142
TXN_000387,victim.sharma@okaxis,30375,DEBIT,2026-09-20 13:46:30.924365,mule.4@okhdfcbank,HDFC,192.86.252.235
TXN_000388,victim.patel@okidfcbank,11846,TRANSFER,2026-09-04 18:46:30.924365,mule.3@okhdfcbank,HDFC,1.138.96.252
TXN_000389,victim.sharma@okaxis,23069,CREDIT,2026-08-21 10:46:30.924365,victim.sharma@okaxis,Kotak,249.96.176.72
TXN_000390,victim.patel@okidfcbank,34535,DEBIT,2026-08-21 11:46:30.924365,mule.2@okhdfcbank,HDFC,84.120.212.145
TXN_000391,victim.patel@okidfcbank,36185,TRANSFER,2026-09-07 15:46:30.924365,mule.3@okhdfcbank,HDFC,42.149.194.238
TXN_000392,mule.3@okhdfcbank,28623,TRANSFER,2026-08-22 08:46:30.924365,victim.patel@okidfcbank,ICICI,91.205.52.45
TXN_000393,victim.patel@okidfcbank,37699,DEBIT,2026-09-02 16:46:30.924365,mule.3@okhdfcbank,Axis,24.155.160.143
TXN_000394,mule.1@okhdfcbank,17346,CREDIT,2026-09-05 22:46:30.924365,mule.3@okhdfcbank,ICICI,121.215.92.252
